segment_id,route_segment,imd_total,daily_bev_traffic_2027,seasonal_multiplier,n_chargers_deterministic,is_tent,tent_tier
530,N-6,3624.6,155.2,1.0,2,False,None
531,N-6,4039.8,173.0,1.0,2,False,None
532,N-6,3624.6,155.2,1.0,2,False,None
533,N-6,975.5,41.8,1.0,2,False,None
534,N-6,1440.1,61.7,1.0,2,False,None
535,N-6,2046.5,87.6,1.0,2,False,None
536,N-6,3209.4,137.4,1.0,2,False,None
537,N-6,17821.5,763.2,1.0,2,False,None
538,N-6,25406.5,1088.0,1.0,3,False,None
539,N-6,13716.0,587.4,1.0,2,False,None
540,N-6,2980.7,127.6,1.0,2,False,None
541,N-620A,24700.0,1057.8,1.0,3,False,None
542,N-620A,2609.2,111.7,1.0,2,False,None
543,N-621,1468.5,62.9,1.0,2,False,None
544,N-621,2083.3,89.2,1.0,2,False,None
545,N-621A,60.0,2.6,1.0,2,False,None
546,N-622,714.1,30.6,1.0,2,False,None
547,N-622,714.1,30.6,1.0,4,True,Core
548,N-622,714.1,30.6,1.0,4,True,Comprehensive
549,N-622,714.1,30.6,1.0,2,False,None
550,N-622A,139.5,6.0,1.0,2,False,None
551,N-623,4146.2,177.6,1.0,2,False,None
552,N-623,8391.8,359.4,1.0,4,True,Comprehensive
553,N-623,5208.1,223.0,1.0,2,False,None
554,N-623,8391.8,359.4,1.0,2,False,None
555,N-623,11575.5,495.7,1.0,2,False,None
556,N-623,23822.2,1020.2,1.0,3,False,None
557,N-625,2166.1,92.8,1.0,2,False,None
558,N-625,2387.0,102.2,1.0,2,False,None
559,N-627,3213.5,137.6,1.0,4,True,Comprehensive
560,N-627,3213.5,137.6,1.0,2,False,None
561,N-629,2365.0,101.3,1.0,2,False,None
562,N-632A,196.8,8.4,1.0,2,False,None
563,N-633,16872.8,722.6,1.0,2,False,None
564,N-633,16872.8,722.6,1.0,4,True,Core
565,N-634,3969.9,170.0,1.0,2,False,None
566,N-634,3969.9,170.0,1.0,2,False,None
567,N-634,3969.9,170.0,1.0,2,False,None
568,N-634,3969.9,170.0,1.0,2,False,None
569,N-634,3154.0,135.1,1.0,2,False,None
570,N-634,3672.8,157.3,1.0,2,False,None
571,N-634,3969.9,170.0,1.0,2,False,None
572,N-634,8893.8,380.9,1.0,2,False,None
573,N-634,5218.2,223.5,1.0,2,False,None
574,N-634,4065.7,174.1,1.0,2,False,None
575,N-634,959.5,41.1,1.0,2,False,None
576,N-634,3969.9,170.0,1.0,2,False,None
577,N-634,6788.4,290.7,1.0,2,False,None
578,N-634,3874.0,165.9,1.0,2,False,None
579,N-634,12930.5,553.8,1.0,2,False,None
580,N-634,4203.1,180.0,1.0,2,False,None
581,N-634,2697.8,115.5,1.0,2,False,None
582,N-634,2194.8,94.0,1.0,2,False,None
583,N-634,3969.9,170.0,1.0,2,False,None
584,N-634,2780.1,119.1,1.0,2,False,None
585,N-634,5682.0,243.3,1.0,2,False,None
586,N-634,3969.9,170.0,1.0,4,True,Comprehensive
587,N-634,1876.8,80.4,1.0,4,True,Comprehensive
588,N-634,3969.9,170.0,1.0,2,False,None
589,N-634,3969.9,170.0,1.0,2,False,None
590,N-634,4640.8,198.7,1.0,2,False,None
591,N-634A,445.2,19.1,1.0,2,False,None
592,N-655,1285.2,55.0,1.0,2,False,None
593,N-6A,88.7,3.8,1.0,2,False,None
594,N-6A,3710.5,158.9,1.0,2,False,None
595,N-362,5740.9,245.9,1.0,2,False,None
596,N-354,5740.9,245.9,1.0,2,False,None
597,N-352,10850.0,464.7,1.0,2,False,None
598,N-554R,5740.9,245.9,1.0,2,False,None
599,A-57,5740.9,245.9,1.0,2,False,None
600,A-92M,5740.9,245.9,1.0,4,True,Comprehensive
601,A-92N,5740.9,245.9,1.0,4,True,Comprehensive
602,A-384,5740.9,245.9,1.0,2,False,None
603,A-384,5740.9,245.9,1.0,4,True,Core
604,A-381,5740.9,245.9,1.0,4,True,Core
605,A-10,5740.9,245.9,1.0,4,True,Comprehensive
606,AP-15,5740.9,245.9,1.0,4,True,Comprehensive
607,AP-15,5740.9,245.9,1.0,4,True,Comprehensive
608,AP-15,5740.9,245.9,1.0,2,False,None
609,AP-15,5740.9,245.9,1.0,4,True,Comprehensive
610,AP-15-R,5740.9,245.9,1.0,2,False,None
611,N-121-A,5740.9,245.9,1.0,4,True,Comprehensive
612,N-121-A,5740.9,245.9,1.0,4,True,Comprehensive
613,N-644,5740.9,245.9,1.0,4,True,Core
614,A-66R,5740.9,245.9,1.0,2,False,None
615,A-66R,5740.9,245.9,1.0,2,False,None
616,A-66R,5740.9,245.9,1.0,2,False,None
617,AP-7S,14470.0,619.7,1.0,4,True,Comprehensive
618,AP-7S,11020.1,471.9,1.0,4,True,Comprehensive
619,AP-7S,16767.8,718.1,1.0,4,True,Comprehensive
620,AP-7S,14470.0,619.7,1.0,4,True,Comprehensive
621,AP-7S,14470.0,619.7,1.0,4,True,Comprehensive
622,N-4,1433.5,61.4,1.0,2,False,None
623,N-4,1266.5,54.2,1.0,2,False,None
624,N-4,5743.5,246.0,1.0,2,False,None
625,N-4,7537.8,322.8,1.0,2,False,None
626,N-4,3287.0,140.8,1.0,2,False,None
627,N-4,21327.8,913.4,1.0,3,False,None
628,N-4,10506.5,449.9,1.0,2,False,None
629,N-4,4965.6,212.7,1.0,2,False,None
630,N-4,5354.6,229.3,1.0,2,False,None
631,A-7S,17319.2,741.7,1.0,4,True,Core
632,A-7S,23949.7,1025.7,1.0,4,True,Core
633,A-7S,28222.0,1208.6,1.0,4,True,Core
634,A-7S,43031.0,1842.8,1.0,5,True,Core
635,A-7S,30927.6,1324.5,1.0,4,True,Core
636,A-7S,11082.0,474.6,1.0,4,True,Core
637,A-7S,13380.0,573.0,1.0,4,True,Core
638,A-7S,35364.8,1514.5,1.0,4,True,Core
639,A-7S,17540.3,751.2,1.0,4,True,Core
640,A-7S,19271.0,825.3,1.0,4,True,Core
641,A-7S,16396.5,702.2,1.0,4,True,Core
642,A-7S,46028.1,1971.2,1.0,5,True,Core
643,A-7S,35364.8,1514.5,1.0,4,True,Core
644,A-7S,35364.8,1514.5,1.0,4,False,None
645,A-7S,46679.2,1999.1,1.0,5,True,Comprehensive
646,A-7S,70217.2,3007.1,1.0,7,False,None
647,A-1,23408.9,1002.5,1.0,3,False,None
648,A-1,23408.9,1002.5,1.0,4,True,Core
649,A-1,36984.0,1583.9,1.0,4,True,Core
650,A-1,23408.9,1002.5,1.0,4,True,Core
651,A-1,23408.9,1002.5,1.0,4,True,Core
652,A-1,23408.9,1002.5,1.0,4,True,Comprehensive
653,A-1,23408.9,1002.5,1.0,4,True,Comprehensive
654,A-1,23408.9,1002.5,1.0,4,True,Comprehensive
655,A-1,23408.9,1002.5,1.0,4,True,Comprehensive
656,A-1,23408.9,1002.5,1.0,4,True,Comprehensive
657,A-1,23408.9,1002.5,1.0,4,True,Comprehensive
658,A-11,3403.1,145.7,1.0,2,False,None
659,A-11,4177.6,178.9,1.0,2,False,None
660,A-11,3348.7,143.4,1.0,2,False,None
661,A-11,2833.0,121.3,1.0,2,False,None
662,A-11,15251.1,653.1,1.0,2,False,None
663,A-11,4177.6,178.9,1.0,2,False,None
664,A-11,7149.7,306.2,1.0,4,True,Comprehensive
665,A-11,4952.1,212.1,1.0,4,True,Comprehensive
666,A-11R,5740.9,245.9,1.0,2,False,None
667,A-12,10868.0,465.4,1.0,2,False,None
668,A-12,10868.0,465.4,1.0,2,False,None
669,A-12,10868.0,465.4,1.0,2,False,None
670,A-13,20765.3,889.3,1.0,2,False,None
671,A-14,5386.5,230.7,1.0,2,False,None
672,A-14-R2,5740.9,245.9,1.0,2,False,None
673,A-15,4990.2,213.7,1.0,4,True,Comprehensive
674,A-15,4989.2,213.7,1.0,4,True,Comprehensive
675,A-15,4989.8,213.7,1.0,4,True,Comprehensive
676,A-15,4989.8,213.7,1.0,2,False,None
677,A-15,3370.5,144.3,1.0,4,True,Comprehensive
678,A-15,6364.2,272.6,1.0,4,True,Comprehensive
679,A-15,4989.8,213.7,1.0,2,False,None
680,A-15,4989.8,213.7,1.0,4,True,Comprehensive
681,A-15,4989.8,213.7,1.0,4,True,Comprehensive
682,A-15,4989.8,213.7,1.0,2,False,None
683,A-1A,3740.8,160.2,1.0,2,False,None
684,A-2,54210.1,2321.6,1.0,6,False,None
685,A-2,59436.6,2545.4,1.0,6,True,Core
686,A-2,21504.5,920.9,1.0,4,True,Core
687,A-2,17361.8,743.5,1.0,4,True,Core
688,A-2,13886.3,594.7,1.0,4,True,Core
689,A-2,22505.7,963.8,1.0,4,True,Core
690,A-2,59934.0,2566.7,1.0,6,True,Core
691,A-2,67125.4,2874.7,1.0,7,True,Core
692,A-2,83402.0,3571.7,1.0,8,True,Core
693,A-2,65486.2,2804.5,1.0,7,True,Core
694,A-2,40983.2,1755.1,1.0,4,True,Core
695,A-2,11821.7,506.3,1.0,2,False,None
696,A-2,16482.0,705.9,1.0,4,True,Core
697,A-2,29412.5,1259.6,1.0,4,True,Core
698,A-2,32014.7,1371.1,1.0,4,True,Core
699,A-2,30662.4,1313.1,1.0,4,True,Core
700,A-2,111128.1,4759.1,1.0,11,True,Core
701,A-2,138660.0,5938.2,1.0,12,True,Core
702,A-2,20236.5,866.6,1.0,2,False,None
703,A-2,11624.8,497.8,1.0,2,False,None
704,A-21,3290.9,140.9,1.0,4,True,Comprehensive
705,A-21,3290.9,140.9,1.0,4,True,Comprehensive
706,A-21,3368.5,144.3,1.0,4,True,Comprehensive
707,A-21,3290.9,140.9,1.0,2,False,None
708,A-21,3290.9,140.9,1.0,2,False,None
709,A-21,2890.2,123.8,1.0,4,True,Comprehensive
710,A-21,3290.9,140.9,1.0,2,False,None
711,A-21,3266.2,139.9,1.0,4,True,Comprehensive
712,A-21,3315.5,142.0,1.0,4,True,Comprehensive
713,A-22,10113.4,433.1,1.0,4,True,Comprehensive
714,A-22,9431.2,403.9,1.0,4,True,Comprehensive
715,A-22,9431.2,403.9,1.0,4,True,Comprehensive
716,A-22,8749.1,374.7,1.0,4,True,Comprehensive
717,A-22,9431.2,403.9,1.0,4,True,Comprehensive
718,A-22,9431.2,403.9,1.0,2,False,None
719,A-22-R1,3522.0,150.8,1.0,2,False,None
720,A-22-R2,1828.8,78.3,1.0,2,False,None
721,A-30,117948.0,5051.2,1.0,12,True,Core
722,A-30,54109.7,2317.3,1.0,6,True,Core
723,A-30,61389.3,2629.0,1.0,6,True,Core
724,A-31,11469.6,491.2,1.0,4,True,Comprehensive
725,A-31,24921.8,1067.3,1.0,4,True,Comprehensive
726,A-31,32766.9,1403.3,1.0,4,True,Comprehensive
727,A-31,15506.1,664.1,1.0,4,True,Comprehensive
728,A-31,33979.0,1455.2,1.0,4,True,Comprehensive
729,A-31,33333.1,1427.5,1.0,4,True,Comprehensive
730,A-31,42328.8,1812.8,1.0,5,True,Comprehensive
731,A-32,8706.4,372.9,1.0,4,True,Comprehensive
732,A-32,4648.0,199.1,1.0,4,True,Comprehensive
733,A-32,1852.2,79.3,1.0,4,True,Comprehensive
734,A-33,9095.3,389.5,1.0,2,False,None
735,A-35,19555.5,837.5,1.0,2,False,None
736,A-35,19555.5,837.5,1.0,4,True,Comprehensive
737,A-35,19555.5,837.5,1.0,2,False,None
738,A-38,20037.0,858.1,1.0,2,False,None
739,A-38,25856.0,1107.3,1.0,3,False,None
740,A-4,127110.0,5443.6,1.0,12,False,None
741,A-4,111263.3,4764.9,1.0,11,True,Core
742,A-4,35958.8,1540.0,1.0,4,True,Core
743,A-4,24701.1,1057.8,1.0,4,True,Core
744,A-4,20200.1,865.1,1.0,4,True,Core
745,A-4,20924.0,896.1,1.0,4,True,Core
746,A-4,22371.6,958.1,1.0,4,True,Core
747,A-4,26517.0,1135.6,1.0,4,True,Core
748,A-4,45096.9,1931.3,1.0,5,True,Core
749,A-4,38164.0,1634.4,1.0,4,True,Core
750,A-4,26517.0,1135.6,1.0,3,False,None
751,A-4,12264.5,525.2,1.0,2,False,None
752,A-4,26517.0,1135.6,1.0,3,False,None
753,A-4,9891.0,423.6,1.0,4,True,Comprehensive
754,A-4,34453.6,1475.5,1.0,4,True,Comprehensive
755,A-40,11695.0,500.8,1.0,2,False,None
756,A-40,3292.8,141.0,1.0,2,False,None
757,A-40,4385.1,187.8,1.0,2,False,None
758,A-40,5172.8,221.5,1.0,2,False,None
759,A-41,9313.8,398.9,1.0,2,False,None
760,A-41,9313.8,398.9,1.0,4,True,Comprehensive
761,A-42,71908.9,3079.5,1.0,7,False,None
762,A-43,10272.2,439.9,1.0,4,True,Comprehensive
763,A-43,9281.6,397.5,1.0,4,True,Comprehensive
764,A-43,10205.1,437.0,1.0,4,True,Comprehensive
765,A-43,7208.8,308.7,1.0,4,True,Comprehensive
766,A-44,19705.5,843.9,1.0,4,True,Comprehensive
767,A-44,21904.2,938.1,1.0,4,True,Comprehensive
768,A-44,21788.4,933.1,1.0,4,True,Comprehensive
769,A-44,12262.2,525.1,1.0,2,False,None
770,A-44,21788.4,933.1,1.0,3,False,None
771,A-44,26831.9,1149.1,1.0,4,True,Comprehensive
772,A-45,16033.5,686.6,1.0,4,True,Comprehensive
773,A-45,25527.6,1093.2,1.0,4,True,Core
774,A-45,35677.0,1527.9,1.0,4,True,Core
775,A-45,25527.6,1093.2,1.0,4,True,Core
776,A-45,25527.6,1093.2,1.0,3,False,None
777,A-48,31709.3,1358.0,1.0,4,False,None
778,A-49,52178.6,2234.6,1.0,5,True,Core
779,A-49,14215.0,608.8,1.0,4,True,Comprehensive
780,A-4A,1672.5,71.6,1.0,2,False,None
781,A-4R1,5740.9,245.9,1.0,2,False,None
782,A-4R2,5740.9,245.9,1.0,2,False,None
783,A-5,19860.8,850.5,1.0,2,False,None
784,A-5,59617.8,2553.2,1.0,6,True,Core
785,A-5,70306.5,3010.9,1.0,7,True,Core
786,A-5,35369.1,1514.7,1.0,4,True,Core
787,A-5,22782.4,975.7,1.0,4,True,Core
788,A-5,12560.8,537.9,1.0,4,True,Core
789,A-5,9724.4,416.5,1.0,4,True,Core
790,A-5,16128.3,690.7,1.0,4,True,Core
791,A-5,22955.5,983.1,1.0,4,True,Core
792,A-5,17659.6,756.3,1.0,4,True,Core
793,A-5,19860.8,850.5,1.0,4,True,Core
794,A-5,11387.5,487.7,1.0,4,True,Core
795,A-5,19860.8,850.5,1.0,4,True,Core
796,A-50,8516.5,364.7,1.0,4,True,Comprehensive
797,A-50,13715.2,587.4,1.0,4,True,Comprehensive
798,A-50,11115.9,476.0,1.0,4,True,Comprehensive
799,A-52,17006.3,728.3,1.0,2,False,None
800,A-52,9075.1,388.6,1.0,4,True,Comprehensive
801,A-52,14088.3,603.3,1.0,4,True,Comprehensive
802,A-52,28114.5,1204.0,1.0,4,True,Comprehensive
803,A-52,19924.4,853.3,1.0,4,True,Comprehensive
804,A-52,17006.3,728.3,1.0,2,False,None
805,A-54,4747.8,203.3,1.0,4,True,Comprehensive
806,A-54,7593.7,325.2,1.0,4,True,Comprehensive
807,A-54,7593.7,325.2,1.0,4,True,Comprehensive
808,A-54,17807.2,762.6,1.0,4,True,Comprehensive
809,A-54,7593.7,325.2,1.0,4,True,Comprehensive
810,A-55,36506.3,1563.4,1.0,4,True,Comprehensive
811,A-55,34828.5,1491.6,1.0,4,True,Comprehensive
812,A-55,60823.5,2604.8,1.0,6,True,Core
813,A-55,38184.1,1635.3,1.0,4,True,Core
814,A-8,19788.2,847.4,1.0,4,True,Core
815,A-8,46297.8,1982.7,1.0,5,True,Core
816,A-8,59777.2,2560.0,1.0,6,True,Core
817,A-8,21868.1,936.5,1.0,4,True,Core
818,A-8,19636.6,840.9,1.0,4,True,Core
819,A-8,19712.4,844.2,1.0,4,True,Core
820,A-8,12580.1,538.7,1.0,4,True,Core
821,A-8,11138.9,477.0,1.0,4,True,Core
822,A-8,9597.0,411.0,1.0,4,True,Core
823,A-8,8628.1,369.5,1.0,4,True,Core
824,A-8,7663.2,328.2,1.0,4,True,Core
825,A-8,9052.3,387.7,1.0,4,True,Core
826,A-91,10944.5,468.7,1.0,4,True,Comprehensive
827,A-92,12746.4,545.9,1.0,4,True,Core
828,A-92,12746.4,545.9,1.0,4,True,Core
829,A-92,12746.4,545.9,1.0,4,True,Comprehensive
830,A-92,12746.4,545.9,1.0,4,True,Comprehensive
831,A-92,12746.4,545.9,1.0,4,True,Comprehensive
832,A-92,12746.4,545.9,1.0,4,True,Comprehensive
833,A-92,12746.4,545.9,1.0,2,False,None
834,AP-1,24477.5,1048.3,1.0,4,True,Core
835,AP-1,24477.5,1048.3,1.0,4,True,Core
836,AP-1,24477.5,1048.3,1.0,4,True,Core
837,AP-1,24477.5,1048.3,1.0,4,True,Core
838,AP-1,24477.5,1048.3,1.0,3,False,None
839,AP-2,13809.7,591.4,1.0,2,False,None
840,AP-2,14881.7,637.3,1.0,4,True,Core
841,AP-2,12737.7,545.5,1.0,4,True,Comprehensive
842,AP-36,3195.9,136.9,1.0,2,False,None
843,AP-36,8591.5,367.9,1.0,2,False,None
844,AP-4,27301.3,1169.2,1.0,4,True,Core
845,AP-4,28737.0,1230.7,1.0,4,True,Core
846,AP-4,19805.6,848.2,1.0,4,True,Comprehensive
847,AP-4,27301.3,1169.2,1.0,3,False,None
848,AP-41,1462.4,62.6,1.0,2,False,None
849,AP-46,13731.8,588.1,1.0,2,False,None
850,AP-4A,27367.0,1172.0,1.0,3,False,None
851,AP-51,9374.6,401.5,1.0,4,True,Comprehensive
852,AP-53,8215.6,351.8,1.0,2,False,None
853,AP-6,23234.2,995.0,1.0,3,False,None
854,AP-6,31946.8,1368.1,1.0,4,True,Comprehensive
855,AP-6,23234.2,995.0,1.0,4,True,Comprehensive
856,AP-6,13732.9,588.1,1.0,4,True,Comprehensive
857,AP-61,8733.2,374.0,1.0,2,False,None
858,AP-66,7802.2,334.1,1.0,4,True,Comprehensive
859,AP-68,25966.9,1112.0,1.0,4,True,Core
860,AP-68,23201.0,993.6,1.0,4,True,Core
861,AP-68,10032.0,429.6,1.0,4,True,Core
862,AP-68,7091.7,303.7,1.0,4,True,Core
863,AP-68,10308.5,441.5,1.0,4,True,Core
864,AP-68,11083.9,474.7,1.0,4,True,Core
865,AP-68,11469.7,491.2,1.0,4,True,Core
866,AP-68,14168.5,606.8,1.0,4,True,Core
867,AP-68,11276.8,482.9,1.0,4,True,Core
868,AP-68,11276.8,482.9,1.0,4,True,Core
869,AP-71,5500.3,235.6,1.0,2,False,None
870,AP-71,5500.3,235.6,1.0,2,False,None
871,AP-7N,28489.0,1220.1,1.0,3,False,None
872,AP-7N,40717.3,1743.7,1.0,4,True,Core
873,AP-7N,66095.6,2830.6,1.0,7,True,Core
874,AP-7N,116980.7,5009.8,1.0,12,True,Core
875,AP-7N,100440.3,4301.4,1.0,10,True,Core
876,AP-7N,77311.0,3310.9,1.0,8,True,Core
877,AP-7N,61778.8,2645.7,1.0,6,True,Core
878,AP-7N,44623.1,1911.0,1.0,5,True,Core
879,AP-7N,28260.2,1210.3,1.0,4,True,Core
880,AP-7N,26593.2,1138.9,1.0,4,True,Core
881,AP-7N,24994.2,1070.4,1.0,4,True,Core
882,AP-7N,34621.5,1482.7,1.0,4,True,Core
883,AP-7N,60562.0,2593.6,1.0,6,True,Core
884,AP-7N,28003.4,1199.3,1.0,4,True,Core
885,AP-7N,31663.0,1356.0,1.0,4,True,Comprehensive
886,AP-7N,14520.5,621.8,1.0,4,True,Comprehensive
887,AP-7N,16078.1,688.6,1.0,2,False,None
888,N-1,2769.8,118.6,1.0,2,False,None
889,N-1,5262.2,225.4,1.0,2,False,None
890,N-1,2712.8,116.2,1.0,2,False,None
891,N-1,436.2,18.7,1.0,2,False,None
892,N-1,100.5,4.3,1.0,2,False,None
893,N-1,243.8,10.4,1.0,2,False,None
894,N-1,1031.2,44.2,1.0,2,False,None
895,N-120,8231.9,352.5,1.0,2,False,None
896,N-120,4583.0,196.3,1.0,2,False,None
897,N-120,996.5,42.7,1.0,2,False,None
898,N-120,1690.2,72.4,1.0,2,False,None
899,N-120,10821.1,463.4,1.0,2,False,None
900,N-120A,1962.2,84.0,1.0,2,False,None
901,N-120A,1962.2,84.0,1.0,2,False,None
902,N-120A,2698.6,115.6,1.0,2,False,None
903,N-120A,1962.2,84.0,1.0,2,False,None
904,N-120A,1225.8,52.5,1.0,2,False,None
905,N-120A,1962.2,84.0,1.0,2,False,None
906,N-121,5059.2,216.7,1.0,2,False,None
907,N-121,5059.2,216.7,1.0,2,False,None
908,N-121,5059.2,216.7,1.0,2,False,None
909,N-122,5769.0,247.1,1.0,2,False,None
910,N-122,1051.0,45.0,1.0,2,False,None
911,N-122,3401.2,145.7,1.0,2,False,None
912,N-122,3401.2,145.7,1.0,2,False,None
913,N-122,4939.2,211.5,1.0,4,True,Comprehensive
914,N-122,3140.8,134.5,1.0,2,False,None
915,N-122,1210.5,51.8,1.0,2,False,None
916,N-122,3476.2,148.9,1.0,2,False,None
917,N-122,3401.2,145.7,1.0,2,False,None
918,N-122,5738.4,245.7,1.0,2,False,None
919,N-122,416.6,17.8,1.0,2,False,None
920,N-122,3401.2,145.7,1.0,2,False,None
921,N-122,2628.8,112.6,1.0,2,False,None
922,N-122,7134.8,305.5,1.0,2,False,None
923,N-122,3401.2,145.7,1.0,2,False,None
924,N-122,3401.2,145.7,1.0,2,False,None
925,N-122,3401.2,145.7,1.0,4,True,Comprehensive
926,N-122,3401.2,145.7,1.0,2,False,None
927,N-122A,1050.4,45.0,1.0,2,False,None
928,N-122A,1118.5,47.9,1.0,2,False,None
929,N-122A,982.2,42.1,1.0,2,False,None
930,N-123,4698.2,201.2,1.0,2,False,None
931,N-123A,1945.0,83.3,1.0,2,False,None
932,N-123B,5740.9,245.9,1.0,2,False,None
933,N-124,7177.1,307.4,1.0,2,False,None
934,N-124,7177.1,307.4,1.0,2,False,None
935,N-1A,186.2,8.0,1.0,2,False,None
936,N-1A,152.8,6.5,1.0,2,False,None
937,N-1A,3481.6,149.1,1.0,2,False,None
938,N-1R,9281.5,397.5,1.0,2,False,None
939,N-2,710.5,30.4,1.0,2,False,None
940,N-2,121.2,5.2,1.0,2,False,None
941,N-2,6647.8,284.7,1.0,2,False,None
942,N-2,504.7,21.6,1.0,2,False,None
943,N-2,6647.8,284.7,1.0,2,False,None
944,N-2,770.0,33.0,1.0,2,False,None
945,N-2,1254.8,53.7,1.0,2,False,None
946,N-2,65.2,2.8,1.0,2,False,None
947,N-2,11753.0,503.3,1.0,2,False,None
948,N-2,5752.2,246.3,1.0,2,False,None
949,N-2,5375.0,230.2,1.0,2,False,None
950,N-2,46447.8,1989.2,1.0,5,True,Core
951,N-2,6647.8,284.7,1.0,4,True,Core
952,N-2,20612.5,882.7,1.0,2,False,None
953,N-2,10387.0,444.8,1.0,2,False,None
954,N-2,14807.1,634.1,1.0,2,False,None
955,N-2,6647.8,284.7,1.0,2,False,None
956,N-2,12387.6,530.5,1.0,2,False,None
957,N-2,18177.2,778.5,1.0,2,False,None
958,N-2,6647.8,284.7,1.0,2,False,None
959,N-2,6647.8,284.7,1.0,2,False,None
960,N-2,7543.5,323.1,1.0,2,False,None
961,N-204,1177.1,50.4,1.0,2,False,None
962,N-211,1860.0,79.7,1.0,2,False,None
963,N-211,2092.2,89.6,1.0,2,False,None
964,N-211,3512.8,150.4,1.0,2,False,None
965,N-211A,131.2,5.6,1.0,2,False,None
966,N-211A,131.2,5.6,1.0,2,False,None
967,N-232A,183.5,7.9,1.0,2,False,None
968,N-232A,183.5,7.9,1.0,2,False,None
969,N-232B,628.0,26.9,1.0,2,False,None
970,N-234,5552.0,237.8,1.0,2,False,None
971,N-234,1919.6,82.2,1.0,2,False,None
972,N-234,165.2,7.1,1.0,2,False,None
973,N-234,1919.6,82.2,1.0,2,False,None
974,N-234,1919.6,82.2,1.0,2,False,None
975,N-234,856.5,36.7,1.0,2,False,None
976,N-234,1251.1,53.6,1.0,2,False,None
977,N-234,397.8,17.0,1.0,2,False,None
978,N-234,2976.2,127.5,1.0,2,False,None
979,N-234,1919.6,82.2,1.0,2,False,None
980,N-234,2053.2,87.9,1.0,2,False,None
981,N-234,3583.1,153.4,1.0,2,False,None
982,N-234A,110.0,4.7,1.0,2,False,None
983,N-234A,238.6,10.2,1.0,2,False,None
984,N-234A,367.2,15.7,1.0,2,False,None
985,N-235,13603.5,582.6,1.0,2,False,None
986,N-238,4705.5,201.5,1.0,2,False,None
987,N-240,21087.4,903.1,1.0,3,False,None
988,N-240,8683.9,371.9,1.0,2,False,None
989,N-240,4655.8,199.4,1.0,2,False,None
990,N-240,5838.2,250.0,1.0,2,False,None
991,N-240,7020.8,300.7,1.0,2,False,None
992,N-240,8173.3,350.0,1.0,2,False,None
993,N-240,1236.1,52.9,1.0,2,False,None
994,N-320A,240.1,10.3,1.0,2,False,None
995,N-320A,443.2,19.0,1.0,2,False,None
996,N-322,2436.9,104.4,1.0,2,False,None
997,N-322,2436.9,104.4,1.0,4,True,Comprehensive
998,N-322,943.8,40.4,1.0,4,True,Comprehensive
999,N-322,3992.0,171.0,1.0,2,False,None
1000,N-322,5853.7,250.7,1.0,2,False,None
1001,N-322,2351.8,100.7,1.0,2,False,None
1002,N-322,2436.9,104.4,1.0,2,False,None
1003,N-322,6398.8,274.0,1.0,4,True,Comprehensive
1004,N-322,13056.5,559.2,1.0,4,True,Comprehensive
1005,N-322,2115.3,90.6,1.0,2,False,None
1006,N-322,1536.5,65.8,1.0,2,False,None
1007,N-322A,106.0,4.5,1.0,2,False,None
1008,N-322A,2620.8,112.2,1.0,2,False,None
1009,N-322A,1029.8,44.1,1.0,2,False,None
1010,N-322A,1353.5,58.0,1.0,2,False,None
1011,N-322A,157.5,6.7,1.0,2,False,None
1012,N-323,4498.9,192.7,1.0,2,False,None
1013,N-323,4498.9,192.7,1.0,2,False,None
1014,N-323,4498.9,192.7,1.0,2,False,None
1015,N-323,4498.9,192.7,1.0,2,False,None
1016,N-323,1710.9,73.3,1.0,2,False,None
1017,N-330,4163.5,178.3,1.0,2,False,None
1018,N-330,6484.5,277.7,1.0,4,True,Comprehensive
1019,N-330,718.5,30.8,1.0,4,True,Comprehensive
1020,N-330,2176.5,93.2,1.0,4,True,Comprehensive
1021,N-330,3089.4,132.3,1.0,4,True,Comprehensive
1022,N-330A,498.9,21.4,1.0,2,False,None
1023,N-330A,360.0,15.4,1.0,2,False,None
1024,N-330A,665.0,28.5,1.0,2,False,None
1025,N-330A,269.5,11.5,1.0,2,False,None
1026,N-330A,238.2,10.2,1.0,2,False,None
1027,N-330A,498.9,21.4,1.0,2,False,None
1028,N-330A,498.9,21.4,1.0,2,False,None
1029,N-330A,498.9,21.4,1.0,2,False,None
1030,N-330A,19.0,0.8,1.0,2,False,None
1031,N-330A,1043.0,44.7,1.0,2,False,None
1032,N-330A,4721.2,202.2,1.0,2,False,None
1033,N-330A,498.9,21.4,1.0,2,False,None
1034,N-330A,637.8,27.3,1.0,2,False,None
1035,N-330B,443.8,19.0,1.0,2,False,None
1036,N-331,1157.0,49.5,1.0,2,False,None
1037,N-331,5307.2,227.3,1.0,2,False,None
1038,N-331,2192.5,93.9,1.0,2,False,None
1039,N-331,669.9,28.7,1.0,2,False,None
1040,N-331,502.2,21.5,1.0,2,False,None
1041,N-331,281.4,12.1,1.0,2,False,None
1042,N-331,11178.5,478.7,1.0,2,False,None
1043,N-331,1593.0,68.2,1.0,2,False,None
1044,N-331R,2762.0,118.3,1.0,2,False,None
1045,N-331R,2762.0,118.3,1.0,2,False,None
1046,N-332,9280.8,397.5,1.0,2,False,None
1047,N-332,29085.9,1245.6,1.0,3,False,None
1048,N-332,16059.2,687.7,1.0,2,False,None
1049,N-332,25532.1,1093.4,1.0,3,False,None
